Ryzen 3-4300U,Độ phân giải màn hình,Core i5-10210U,Core i7-9750HGTX 1650 4GB144Hz,Core i5-10300HGTX 1650 4GB 144Hz,8GB - 512GB VGA 3050,Ryzen 7-5800H  RTX3050 4GB - 165Hz,Loại card đồ họa,15 Inches512GB,Độ phân giải ,R5-5500U  8GB - 256GB,7GPU  16GB - 256GB,"Core i5-1135G7512GB - 14""",1star,Core i5-10210U8GB - 512GB,Cổng giao tiếp,Core i5-1035G7 8 GB / 128 GB,Loại RAM,M1 Pro  10 CPU - 16 GPU  16GB - 512GB,Core i5 1.4Ghz512GB,8GB - 256GB  VGA 1650,Chất liệu,Core i7-1065G716GB - 256GB,Kích thước màn hình,Core i7-1165G7  16GB - 1TB SSD,8GPU16GB - 512GB,Core i716GB - 1TB,Ryzen 5-4600HGTX1 650Ti 4GB - 144Hz,Kích thước, Core i5-10300HGTX 1650 4GB120Hz,I5-1135G7 8GB - 256GB,Ryzen 5-5600HGTX1650 4GB - 144Hz,3star,8GPU8GB - 512GB,Trọng lượng,Core i5-1035G48GB - 256GB,Core i7-10510U,Core i7-10750HGTX 1660Ti 6GB144Hz,Core i716GB - 512GB,R5-5600H - 144Hz - VGA 4GB RX5500M,special_price,Core i5-10300H  GTX1650TI - 144HZ,Ryzen 5-4680U 8 GB / 256 GB,Chất liệu tấm nền,Ryzen 5-5600H RTX3050 4GB - 165Hz,"i5-1135G 14""Intel Iris Xe Graphics",Core i7-10510U8GB - 1TB,17 Inches512GB,Core i5 2Ghz512GB,128GB,Pin,"Core i7-10750HRTX 2060 16GB15.6"" 144Hz",M1 Max  10 CPU - 32 GPU,16GB - 256GB,14 Inches256GB,Core i5-1035G7  8 GB / 256 GB,I5-11400H - VGA 4GB RTX3050TI - 144Hz,Core i7-10750HGTX 1650Ti 4GB144Hz,Core i3-10110U,Bluetooth,I3-1115G48GB - 128GB,Core i7-11370HRTX 3050Ti 4GB144Hz,Ryzen 5-4600HGTX 1650 4GB - 144Hz,I7-11800H - VGA 4GB RTX3050 - 144Hz,Ryzen 7-3700U8GB - 512GB,Đèn bàn phím,Core i58GB - 256GB,Hệ điều hành,5star,"i7-1165G7 14""Intel Iris Xe Graphics",Core i7-11370HGTX1650 4GB - 144Hz,Màn hình cảm ứng,4star,M1 Pro  8 CPU - 14 GPU  16GB - 512GB ,Ryzen 7-3750H8GB - 512GB,"Core i5-1135G7256GB - 14""",Core i3-1115G48GB - 512GB,Core i7-1165G78GB - 512GB,Ryzen 5-3550H8GB - 512GB,"i5-10210U 13.3""Intel UHD Graphics",Core i5-1135G716GB - 512GB,Loại CPU,7GPU8GB - 256GB,R7-5800H - 144Hz - VGA 4GB RX5500M,Core i7-9750HGTX 1650 4GB120Hz,Wi-Fi,R5-4600H  GTX 1650 4GB,8GPU8GB - 256GB,Ryzen 3-3250U4GB - 256GB,old_price,Core i516GB - 512GB,Core i7-10750HGTX 1650Ti 4GB 120Hz,256 GB,I5-1135G7 - 8GB - 512GB ,Core i7-10750HGTX1650 4GB - 144Hz,Công nghệ âm thanh,I7-11370H - /VGA 4GB RTX3050 - 120Hz,14 Inches512GB,I3-1115G4 4GB - 128GB,Core i5 1.4Ghz256GB,Core i5-1135G78GB - 128GB,Core i7-10870HGTX 1650Ti144Hz,comment_count,8GPU16GB - 256GB,8GB - 512GB,2star,Ryzen 5-3500U8GB - 512GB,Core i7-1165G716GB - 1TB,PENT N5030  4GB - 128GB,url,Dung lượng RAM,Webcam,Core i5-1135G78GB - 512GB,"Core i5-1135G7512GB - 15.6""VGA 2GB",I5-11400H - VGA 6GB RTX3060 - 144Hz,R5-4600H - 144Hz - VGA 3GB RX5300M ,"Core i7-10750HRTX 2070 8GB15.6"" 300Hz",I5-11300H - VGA 4GB RTX3050 - 120HZ,Core i7-10750HGTX 1650Ti 4GB - 120Hz,I3-1005G1  4GB - 128GB,Core i5-10300HGTX 1650Ti 4GB120Hz,"Core i5-1135G7512GB - 15.6""",I5-11400H - VGA 4GB RTX3050 - 144Hz,M1 Pro  10 CPU - 16 GPU  16GB - 1TB,Khe đọc thẻ nhớ,Tính năng đặc biệt,16GB - 512GB,"i5-1035G 15.6""NVIDIA GeForce MX350 2GB",Core i3-1115G44GB - 256GB,Công nghệ màn hình,Ryzen 7-4800HGTX 1650 4GB120Hz,R5-4600H1650Ti 4GB + 144Hz,I5-1035G1  8GB - 256GB,Core i5-10300HGTX1650TI 4GB144Hz,item_name,8GB - 256GB,Ryzen 5-3500U4GB - 256GB,Ryzen 5-4500U8GB - 512GB,"Core i3-1115G4256GB - 14""",Core i5-1035G48GB - 128GB,Ryzen 7-5800HRTX 3060 6G - 144Hz,Core i5-11300HGTX1650 4GB - 144Hz,Core i716GB - 256GB,Ryzen 5-4500U,Core i7-10870HGTX 1660Ti 6GB144Hz,Ryzen 7-4800HGTX 1650Ti 4GB - 144Hz,I7-11800H - VGA 4GB RTX3050TI - 144Hz,Core i3-1005G14GB - 128GB,Ryzen 5 Pro-4650U8GB - 512GB,Ryzen 7-4800HGTX 1660Ti 6GB144Hz,"Core i5-10300HGTX 1650 4GB15.6"" 120Hz",Core i58GB - 512GB,I7-1165G7 - 16GB - 512GB,Ổ cứng
,2736 x 1824 pixels,,,,,,Intel® Iris® Plus Graphics,,,,,,0,,1 x Surface Connect 1 x Headset jack  1 x Cover port,,,,,,,33.810.000,12.3 inches,,,,,292 mm x 201 mm x 8.5 mm,,,,0,,776 g,24.990.000,,,,,24.990.000,,,Tấm nền IPS,,,,,,,"43.2 Wh, 60W power supply with USB-A (5W) (65W total) , Supports Fast Charge (0-80% in just over one hour)",,,,,,,,,Bluetooth Wireless 5.0 technology,,,,,,,,Windows 10 Home,0,,,Có,1,,,,,,,,,10th Gen Intel® Core™ i5-1035G4,,,,Wi-Fi 6: IEEE 802.11 a/b/g/n/ac/ax compatible,,,,29.990.000,,,,,,"Dolby Audio, 2 loa",,,,,25.490.000,,36,,,0,,,,https://cellphones.com.vn/surface-laptop-pro-7-core-i5-ram-8gb-ssd-256gb-12-3inch.html,8GB,"Camera trước: 5.0MP, 1080p full HD  Camera sau: 8.0MP, 1080p full HD ",,,,,,,,,,,,,,"Ổ cứng SSD, Wi-Fi 6, Xoay gập 360 độ (2 in 1), Màn hình cảm ứng, Nhận diện khuôn mặt",,,,"PixelSense™ Display , Aspect ratio: 3:2",,,,,Surface Pro 7 Core i5 / 8GB / 256GB Chính Hãng,,,,,20.990.000,,,,,,,,15.990.000,,,,,,256GB BGA PCIe SSD
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris Xe Graphics,,Full HD,,,,0,,1x HDMI 1.4 1x 3.5mm Combo Audio Jack 1x Headphone out 1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C,,"4GB onboard + 4GB (1 khe rời), tối đa 20GB",,,,Vỏ nhựa,,15.6 inches,,,,,36.00 x 23.50 x 1.99 ~ 1.99 cm,,,,0,,1.80 kg,,,,,,17.590.000,,,Tấm nền TN,,,,,,,2 Cells 37Whrs,,,,,,,,,v4.1,,,,,,Không,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,"11th Generation Intel Core i5-1135G7 Tiger Lake 10nm (2.40GHz Up to 4.20 GHz, 4 Cores, 8 Threads, 8MB Cache)",,,,Wi-Fi 5(802.11ac),,,,17.690.000,,,,,,2 Loa,,,,,,,64,,,0,,,,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-ej1046t.html,8GB,VGA camera,,,,,,,,,,,,,Có,Ổ cứng SSD,,,,Màn hình chống lóa,,,,,Laptop ASUS VivoBook X515EA-EJ1046T,,,,,,,,,,,,,,,,,,,512GB PCIe Nvme Gen 3*2
,1920 x 1080 pixels (FullHD),,,,,,Intel UHD Graphics,,Full HD,,,,0,,1 x USB 2.0 2 x USB 3.2 Gen 1 Type-A 1 x HDMI 1.4 1 x RJ045 1 x Combo jack tai nghe 3.5mm,,"12GB DDR4, 2 khe cắm hỗ trợ tối đa 16GB",,,,Vỏ nhựa,,15.6 inches,,,,,364 x 249 x 180 mm,,,,0,,"1,96 kg",,,,,,18.890.000,,,,,,,,,,42 Wh,,,,,,,,,v5.0,,,,,,Không,,Windows 10 Home SL ,0,,,Có,0,,,,,,,,,10th gen Intel Core i5-1035G1,,,,Wi-Fi 5 (802.11ac),,,,19.990.000,,,,,,"2 Loa 2W, MaxxAudio Pro, chip âm thanh Realtek ALC3204",,,,,,,61,,,0,,,,https://cellphones.com.vn/laptop-dell-inspiron-3501-5580blk.html,,HD Camera,,,,,,,,,,,,,Có,Ổ cứng SSD,,,,"Tần số quét 60Hz, 0,92MP",,,,,Laptop Dell Inspiron 3501 5580BLK - Nhập khẩu chính hãng,,,,,,,,,,,,,,,,,,,256 GB SSD
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GeForce RTX 3060 Max-Q 6GB GDDR6,,Full HD,,,,0,,1 x RJ45 - Gb LAN 2 x Type-C USB3.2 Gen1 2 x Type-A USB3.2 Gen1 1 x (4K @ 60Hz) HDMI 1 x Mic-in/Headphone-out Combo Jack,,"DDR4 3200MHz, 2 khe cắm, hỗ trợ tối đa 64GB",,,,Vỏ nhựa,,15.6 inches,,,,,359 x 254 x 21.7 mm,,,,0,,1.86 kg,,,,,,27.990.000,,,Tấm nền IPS,,,,,,,3Cell 51Whrs,,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL,1,,,Không,0,,,,,,,,,Intel Core i5-10500H Processor,,,,Intel Wi-Fi 6 AX201(2*2 ax),,,,29.490.000,,,,,,"2 loa, Realtek High Definition Audio",,,,,,,38,,,0,,,,https://cellphones.com.vn/laptop-msi-gaming-gf65-thin-10ue-286vn.html,16GB,720p FaceTime HD camera,,,,,,,,,,,,,Có,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6",,,,"Tần số quét 144Hz, ",,,,,Laptop MSI Gaming GF65 THIN 10UE-286VN,,,,,,,,,,,,,,,,,,,512GB SSD NVMe PCIe Gen3x4
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris Xe Graphics,,Full HD,,,,0,,1 cổng HDMI 2 cổng USB Type-C ( hỗ trợ Thunderbolt 4 / Display Port / USB 4.0) 1 cổng USB 3.1 1 cổng Jack Audio,,LPDDR4 Onboard,,,,,,14 inches,,,,,319 x 219 x 15.9 mm,,,,0,,1.29 kg,,,,,,22.490.000,,,,,,,,,,52WHrs,,,,,,,,,Bluetooth 5.0,,,,,,,,Windows 10 Home SL,0,,,Không,0,,,,,,,,,"Intel Core i5 1135G7, tốc độ 2.40GHz tối đa lên đến 4.20GHz, bộ nhớ đệm 8MB",,,,Intel Wi-Fi 6 AX201(2*2 ax),,,,25.990.000,,,,,,,,,,,,,71,,,0,,,,https://cellphones.com.vn/laptop-msi-prestige-14-evo-206vn.html,8GB,,,,,,,,,,,,,,Có,"Công nghệ Intel Evo, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",,,,Độ sáng 300 nits 100% sRGB,,,,,Laptop MSI Prestige 14 EVO A11M-206VN,,,,,,,,,,,,,,,,,,,512 GB PCIe
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GeForce RTX 3050 4GB GDDR6,,Full HD,,,,0,,1 x USB Type-C hỗ trợ: USB 3.2 Gen 2 (up to 10 Gbps) DisplayPort over USB-C Thunderbolt 4 USB charging 5 V; 3 A 1 x USB 3.2 Gen 2 hỗ trợ sạc 2 x USB 3.2 Gen 1 1 x HDMI 1 x combo jack tai nghe 3.5 mm,,"DDR4 3200MHz, 2 khe cắm hỗ trợ tối đa 32GB",,,,Vỏ nhựa,,15.6 inches,,,,,363.4 (W) x 255 (D) x 23.9 (H) mm,,,,0,,2.2 kg,,,,,,24.390.000,,,Tấm nền IPS,,,,,,,"4-cell, 57.5 Wh",,,,,,Giá liên ,,,v5.1,,,,26.230.000,,Có,,Windows 10 Home SL ,0,,,Có,0,,,,,,,,,"Intel Core i5-11400H (2.70GHz up to 4.50 GHz, 12MB Cache)",,,,KillerTM Wi-Fi 6 AX 1650i,,,,25.990.000,,,,,,2 Loa,,,,,,,78,,,0,,,,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-57-51g6.html,8GB,,,,Giá liên ,,,,,,,,24.390.000,,Có,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",,,,Tần số quét 144Hz,,,,,Laptop Gaming Acer Nitro 5 Eagle AN515-57-51G6 NH.QD8SV.002,,,,,,,,,,,,27.390.000,,,,,,,"512GB PCIe NVMe SSD (nâng cấp tối đa 2TB SSD PCIe Gen3, 8 Gb/s, NVMe và 2TB HDD 2.5-inch 5400 RPM)"
,1536 x 1024 pixels,,,,,,Intel UHD Graphics,,Full HD,,,,0,,1 cổng USB-C 1 cổng USB-A 1 cổng 3.5 mm headphone jack 1 cổng Surface Connect port,,LPDDR4x,,,,Vỏ kim loại,,12.4 inches,,,,,278.18 mm x 205.67 mm x 15.69 mm,,,,0,,"1,110 g",,,,,,21.590.000,,,Tấm nền IPS,,,,,,19.790.000,,,,,,,,,,Bluetooth Wireless 5.0,,,,,,,,Windows 10 Home in S mode,0,,,Có,0,,,,,,,,,10th Gen Intel Core i5 processor – 1035G1,,,,Wi-Fi 6: 802.11ax,,,,25.990.000,,,21.590.000,,,"Mics Studio trường xa kép, Loa Omnisonic với Dolby® Audio ™",,,,,,,72,,,0,,,,https://cellphones.com.vn/surface-laptop-go-256gb.html,8GB,Camera HD 720p f2.0,,,,,,,,,,,,,Không,"Ổ cứng SSD, Wi-Fi 6, Màn hình cảm ứng, Viền màn hình siêu mỏng, Bảo mật vân tay",,,,"Công nghệ màn hình PixelSense, cảm ứng đa điểm (10 điểm)",,,,,Surface Laptop Go Core i5 / 8GB / 256 GB / 12.4 inch Chính Hãng,,,,,,,,,,,,,,,,,,,SSD: 256GB
,4480 x 2520 (4.5K),,,,,,GPU 7 nhân,,Retina,,39.000.000,,0,,2 cổng Thunderbolt / USB 4  1 cổng tai nghe 3.5mm,,"DDR4 3200Mhz, hỗ trợ tối đa 16GB",,,,,,24 inches,,50.000.000,,,54.7 x 46.1 x 1.15 cm (Dài x cao x dày),,,,0,44.400.000,4.46kg,,,,,,34.500.000,,,Tấm nền IPS,,,,,,,,,,,,,,,,Bluetooth 5.0,,,,,,,,macOS,0,,,Không,0,,,,,,,,,Apple M1 8 nhân,34.500.000,,,"802.11ax Wi-Fi 6, tương thích IEEE 802.11a/b/g/n/ac",,39.500.000,,34.990.000,,,,,,,,,,,,,25,43.000.000,,0,,,,https://cellphones.com.vn/imac-2021.html,8GB,,,,,,,,,,,,,,Không,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",,,,Độ sáng 500 nit Hiển thị 1 tỷ màu Mật độ điểm ảnh 218ppi Dải màu P3 Công nghệ True-Tone,,,,,iMac 24 2021 M1 7GPU 8GB 256GB I Chính hãng Apple Việt Nam,,,,,,,,,,,,,,,,,,,256GB SSD
,2560 x 1600 pixels (2K),,,,,,Intel Iris Xe Graphics ,,2K (Quad HD),,,,0,,"Two Thunderbolt 4 / USB4 40Gbps (with the function of PD 3.0 and DP 1.4), one USB-C 3.2 Gen 2 (with the function of PD 3.0 and DP 1.4)",,16GB LPDDR4X (On board) 4266 MHz,,,,,,13.3 inches,,,,,295.88mm x 208.85mm x 14.25 ~15mm,,,,0,, 966 g,,,,,,26.640.000,,,Tấm nền IPS,,,,,,,4 cell /50Wh,,,,,,,,,Bluetooth 5.1,,,,,,Có,,Windows 10 Home SL,0,,,Không,0,,,,,,,,26.640.000,"Intel® Core™ i5-1135G7, tối đa 4.20GHz, 4 cores 8 threads, 8MB Cache",,,,802.11ax 2x2 Wi-Fi ,,,,26.990.000,,,,,,Audio by Harman/KardonDolby Atmos,,,,,,,56,,,0,,31.660.000,,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7i-carbon.html,16GB,"HD webcam, Camera IR",,,,,,,,,,,,,,"Công nghệ Intel Evo, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Nhận diện khuôn mặt",,,,"13.3 inch QHD (2560x1600), anti-glare, LED backlight, optional lower power, IPS, 300 nits, 16:10 aspect ratio, 100% sRGB",,,,,Laptop Lenovo Yoga Slim 7I Carbon 13ITL5,,,,,,,,,,,,,,,,,,,512GB M.2 PCIe NVMe SSD
,1920 x 1080 pixels (FullHD),,,21.890.000,,,"NVIDIA GeForce RTX 3050 4GB GDDR6, Up to 1600MHz at 60W (75W with Dynamic Boost)",,Full HD,,,,0,,1x Thunderbolt 4 support DisplayPort 3x USB 3.2 Gen 1 Type-A 1x RJ-45 LAN 1x HDMI 2.0B 1x COMBO audio jack,,DDR4 8GB (1 x 8GB) 3200MHz; 2 khe cắm tối đa 64GB ,,,,Vỏ nhựa,,15.6 inches,,,,,35.9 x 25.6 x 2.47 ~ 2.49 cm,,,,0,,2.3 kg,,,,,,27.090.000,,,Tấm nền IPS,,,,,,,3 Cell 48WHr,,,,,,,,,v5.2,,28.790.000,,27.090.000,,Có,,Windows 10 Home SL ,3,,,Không,0,,,,,,,,,Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB,,,,802.11AX (2X2),,,,28.490.000,,,,,,DTS:X® Ultra,,,,,,,37,,,0,,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-fx506hc-hn001t.html,8GB,720p HD camera,,,,,,,,,,,24.390.000,,Có,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",,,,"Tần số quét 144Hz, màn hình chống chói, 45% NTSC, 63% sRGB",,,,,Laptop ASUS Gaming TUF FX506HC-HN001T,,,,,,,,,,25.480.000,,,,,25.990.000,,,,512GB SSD NVMe M.2 PCIe Gen 3 x 4
,2560 x 1600 pixel (2K),,,,,,"8 nhân GPU, 16 nhân Neural Engine",,Retina,,,,0,,2 cổng Thunderbolt / USB 4 ports,,,,,,,,13.3 inches,,,,,1.56 cm x 30.41 cm x 21.24 cm,,,,0,,1.4 kg,,,,,,39.000.000,,,Tấm nền IPS,,,,,,,"58.2-watt-hour lithium-polymer, 61W USB-C Power Adapter",,,41.000.000,,,,,,Bluetooth 5.0,,,,,,,,macOS Big Sur,0,,,Không,0,,,,,,,,,8 nhân với 4 nhân hiệu năng cao và 4 nhân tiết kiệm điện,,,,802.11ax Wi-Fi 6,,,,41.990.000,,,,,,,,,,,,,40,,39.000.000,0,,,,https://cellphones.com.vn/macbook-pro-2020-13-inch-touch-bar-m1-512gb.html,8GB,,,,,,,,,,,,,,Không,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",46.000.000,,,Độ sáng 500 nits Hỗ trợ dải màu P3 True-Tone,,,,,Apple MacBook Pro 13 Touch Bar M1 512GB 2020 I Chính hãng Apple Việt Nam,34.200.000,,,,,,,,,,,,,,,,,,512GB SSD
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris Xe Graphics,,Full HD,,,,0,,2 x USB 3.1 Gen 1 1 x USB 2.0 1 x HDMI 1 x Combination Audio Jack 1 x RJ-45 Connector,,"12GB DDR4, 2 khe ram, nâng cấp tối đa 16GB",,,,Vỏ nhựa,,15.6 inches,,,,,,,,,0,,1.96 kg,,,,,,18.490.000,,,Tấm nền IPS,,,,,,,3cell,,,,,,,,,v4.2,,,,,,Không,,Windows 10 Home SL ,2,,,Không,0,,,,,,,,,11th Generation Intel Core i5-1135G7,,,,LAN 802.11ac,,,,19.990.000,,,,,,Integrated Stereo Speakers,,,,,,,116,,,0,,,,https://cellphones.com.vn/laptop-dell-inspiron-3501-5081blk.html,,HD (720p) Webcam,,,,,,,,,,,,,Có,Ổ cứng SSD,,,,Màn hình chống chói,,,,,Laptop Dell Inspiron 3501 5081BLK,,,,,,,,,,,,,,,,,,,256GB SSD NVMe
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GEFORCE GTX 1650Ti 4GB,,Full HD,,,,0,,"2 x USB 3.1 (Gen 1), 1 x USB-C 3.1, 1 x HDMI 2.0",,"DDR4 3200HZ, 2 khe tối đa 16GB",,,,,,15.6 inches,,,,,359mm x 249.6mm x 24.9mm,19.160.000,,,0,,2.2kg,,,,,,22.290.000,,,Tấm nền IPS,,,,,,,3Cell 45WH,,,,,,,,,Bluetooth® 5.0,,,,,,,,Windows 10 Home SL,0,,,Không,0,,,,,,,,,Intel® Core™ i7-10750H,,,,802.11 ax,17.820.000,,,25.490.000,,22.290.000,,,,Dolby Audio,,,,,,,90,,,0,,,,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15imh05-i7.html,8GB,HD webcam có màn trập bảo mật,,,,,,,,,20.590.000,,,,,"Công nghệ Intel Gaming, Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",,,," 15.6 inch FHD (1920x1080) IPS 250nits Anti-glare, 120Hz",19.990.000,,,,Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y400Y9VN,,,,,,,,,,,,,,,,,,,512GB SSD M.2 NVMe
,1920 x 1080 pixels (FullHD),,,,,,AMD Radeon Graphics,,Full HD,,,,0,,1x Type-C USB3.2 Gen2 2x Type-A USB3.2 Gen2 1x (4K @ 30Hz) HDMI,,"DDR4 3200MHz, 2 khe cắm hỗ trợ tối đa 64GB",,,,,,14 inches,,,,,319 x 220.2 x 16.9-18.1 (mm),,,,0,,1.3 kg,,,,,,16.690.000,,,Tấm nền IPS,,,,,,,3 Cell 39WHr,,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,AMD Ryzen 5-5500U 2.1GHz up to 4.0GHz 8MB,,,,802.11 ax Wi-Fi 6,,,,16.990.000,,,,,,2x 2W Speaker,,,,,,,85,,,0,,,,https://cellphones.com.vn/laptop-msi-modern-14-b5m-014vn.html,8GB,HD type (30fps@720p),,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",,,,,,,,,Laptop MSI Modern14 B5M,,,,,,,,,,,,,,,,,,,512GB PCIe NVMe™ M.2 SSD (1 slot)
,,,,,,,"GPU 8 nhân, 16 nhân Neural Engine",,,,,,0,,"2 cổng Thunderbolt / USB 4 hỗ trợ: Sạc nhanh, Thunderbolt 3, USB 4, USB 3.1 Gen 2 2 cổng USB-A Cổng Ethernet Gigabit Cổng tai nghe 3.5mm",,,,,,,,,,,,,3.6 cm x 19.7 cm x 19.7 cm,,,,0,,1.2 kg,,,,,,25.990.000,,,,,,,,,,,,,25.990.000,,,,,,Bluetooth 5.0,,,,,,,,macOS Big Sur,2,,,,0,,,,,,,,,8 nhân với 4 nhân hiệu năng cao và 4 nhân tiết kiệm điện,,,,802.11ax Wi-Fi 6,,,,,,,,,,,,,,,,,22,,21.000.000,0,,,,https://cellphones.com.vn/mac-mini-2020-m1-16gb.html,16GB,,,,,,,,,,,,,,Không,Ổ cứng SSD,30.000.000,,,,,,,,Apple Mac mini M1 16GB 256GB 2020 I Chính hãng Apple Việt Nam,17.500.000,,,,,,,,,,,,,,,,,,256GB SSD
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris Xe Graphics ,,Full HD,,,,0,,"1 x Type-A USB 3.2 Gen 1, 1 x Type-C USB 3.2, 2 x USB 2.0 port(s), 1 x HDMI 1.4",,"Ram có 8G onboard + 1 khe rời trống, hỗ trợ tối đa 24GB",,,,,,15.6 inches,,,,,359 x 235 x 17.9 mm,,,,0,,1.7 kg,,,,,,18.490.000,,,Tấm nền IPS,,,,,,,3 Cells 42WHrs,,,,,,,,,v5.0,,,,,,Không,,Windows 10 Home SL,1,,,Không,0,,,,,,,,,Intel Core i5-1135G7 2.4GHz up to 4.2GHz,,,,802.11 AX (2x2),,,,18.990.000,,,,,,"ASUS SonicMaster stereo, 2 loa",,,,,,,70,,,0,,,,https://cellphones.com.vn/laptop-asus-vivobook-15-a515ea.html,8GB,HD Web Camera,,,,,,,,,,,,,,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",,,,"15.6"" FHD (1920 x 1080) Anti-Glare with 45% NTSC, NanoEdge",,,,,Laptop ASUS VivoBook 14 A515EA-BQ498T,,,,,,,,,,,,,,,,,,,512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE)
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA® GeForce® MX330 2GB GDDR5,,Full HD,,,,0,,1 cổng USB-C 3.2 Gen 1 2 cổng USB 2.0 Type-A 1 cổng USB 3.2 Type-A Gen 1 1 cổng HDMI/VGA 1 cổng tai nghe 3.5mm,,"DDR4 3200MHz, 1 khe cắm, hỗ trợ tối đa 16GB",,,,,,15.6 inches,,,,,359 x 235 x 17.9 mm,,,,0,,1.7 kg,,,,,,19.190.000,,,Tấm nền IPS,,,,,,,"3 cell, 42Wh ",,,,,,,,,Bluetooth 5.0,,,,,,,,Windows 10 Home SL,0,,,Không,0,,,,,,,,,"Intel® Core i5-1135G 4 nhân 8 luồng, tối đa 4.2 GHz. bộ nhớ đệm 8MB",,,,Wi-Fi 5 (802.11 ac),,,,20.090.000,,,,,,2 Loa,,,,,,,62,,,0,,,,https://cellphones.com.vn/laptop-asus-vivobook-15-a515ep-i5.html,8GB,720p HD camera,,,,,,,,,,,,,Có,"Ổ cứng SSD, Viền màn hình siêu mỏng, Bảo mật vân tay",,,,"60Hz, Chống lóa, Tấm nền với 45% NTSC",,,,,Laptop ASUS VivoBook 15 A515EP-BQ195T,,,,,,,,,,,,,,,,,,,512GB PCIe® Gen3 x2 SSD M.2
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GeForce RTX 3050 4GB GDDR6,,Full HD,,,,0,,"1x Type C USB 3.2 Gen 2 2x Type A USB 3.2 Gen 1 1x Type C USB 3.2 Gen 2 with Power Delivery, Display Port and G-Sync 1 x HDMI 2.0b Giắc cắm âm thanh kết hợp 1 x 3,5 mm",,DDR4 3200MHz 1 khe cắm 16 GB (8GB onboard + 8GB) ,,,,,,14 inches,,,,,,,,,0,,1.70 Kg,,,,,,31.490.000,,,Tấm nền IPS,,,,,,,"4-cell, 76WHrs, 4S1P",,,,,,,,,Bluetooth 5.1,,,,,,Có,,Windows 10 Home SL,1,,,Không,0,,,,,,,,,"AMD Ryzen 7-5800HS (2.80GHz up to 4.40GHz, 16M Cache)",,,,Intel Wi-Fi 6(Gig+) 2x2,,,,32.990.000,,,,,, Dolby Atmos 4 loa,,,,,,,36,,,0,,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga401qc-hz032t.html,16GB,,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",,,,"Tần số quét 144Hz, 100% sRGB, 300nits, Pantone Validated Display",,,,,Laptop ASUS Gaming ROG Zephyrus G14 GA401QC-HZ032T,,,,,,,,,,,,,,,,,,,512GB SSD M.2 NVMe PCIe
